date,area,cases
2022-05-27,Imperial,32
2022-05-28,Imperial,84
2022-05-29,Imperial,26
2022-05-30,Imperial,38
2022-05-31,Imperial,81
2022-06-01,Imperial,64
2022-06-02,Imperial,67
2022-06-03,Imperial,60
2022-06-04,Imperial,46
2022-06-05,Imperial,52
2022-06-06,Imperial,96
2022-06-07,Imperial,73
2022-06-08,Imperial,59
2022-06-09,Imperial,75
2022-06-10,Imperial,58
2022-06-11,Imperial,46
2022-06-12,Imperial,56
2022-06-13,Imperial,78
2022-06-14,Imperial,100
2022-06-15,Imperial,74
2022-06-16,Imperial,83
2022-06-17,Imperial,99
2022-06-18,Imperial,53
2022-06-19,Imperial,70
2022-06-20,Imperial,123
2022-06-21,Imperial,133
2022-06-22,Imperial,95
2022-06-23,Imperial,101
2022-06-24,Imperial,74
2022-06-25,Imperial,72
2022-06-26,Imperial,82
2022-06-27,Imperial,146
2022-06-28,Imperial,138
2022-06-29,Imperial,95
2022-06-30,Imperial,119
2022-07-01,Imperial,114
2022-07-02,Imperial,76
2022-07-03,Imperial,80
2022-07-04,Imperial,75
2022-07-05,Imperial,207
2022-07-06,Imperial,141
2022-07-07,Imperial,200
2022-07-08,Imperial,175
2022-07-09,Imperial,88
2022-07-10,Imperial,79
2022-07-11,Imperial,224
2022-07-12,Imperial,159
2022-07-13,Imperial,176
2022-07-14,Imperial,154
2022-07-15,Imperial,179
2022-07-16,Imperial,73
2022-07-17,Imperial,85
2022-07-18,Imperial,195
2022-07-19,Imperial,165
2022-07-20,Imperial,134
2022-07-21,Imperial,145
2022-07-22,Imperial,113
2022-07-23,Imperial,91
2022-07-24,Imperial,63
2022-07-25,Imperial,162
2022-07-26,Imperial,119
2022-07-27,Imperial,120
2022-07-28,Imperial,84
2022-07-29,Imperial,99
2022-07-30,Imperial,61
2022-07-31,Imperial,48
2022-08-01,Imperial,105
2022-08-02,Imperial,113
2022-08-03,Imperial,82
2022-08-04,Imperial,80
2022-08-05,Imperial,67
2022-08-06,Imperial,75
2022-08-07,Imperial,47
2022-08-08,Imperial,83
2022-08-09,Imperial,60
2022-08-10,Imperial,64
2022-08-11,Imperial,59
2022-08-12,Imperial,47
2022-08-13,Imperial,27
2022-08-14,Imperial,42
2022-08-15,Imperial,67
2022-08-16,Imperial,47
2022-08-17,Imperial,51
2022-08-18,Imperial,43
2022-08-19,Imperial,25
2022-08-20,Imperial,28
2022-08-21,Imperial,36
2022-08-22,Imperial,61
2022-08-23,Imperial,74
2022-08-24,Imperial,43
2022-08-25,Imperial,37
2022-08-26,Imperial,42
2022-08-27,Imperial,23
2022-08-28,Imperial,22
2022-08-29,Imperial,53
2022-08-30,Imperial,44
2022-08-31,Imperial,47
2022-09-01,Imperial,30
2022-09-02,Imperial,47
2022-09-03,Imperial,21
2022-09-04,Imperial,19
2022-09-05,Imperial,27
2022-09-06,Imperial,54
2022-09-07,Imperial,50
2022-09-08,Imperial,33
2022-09-09,Imperial,31
2022-09-10,Imperial,25
2022-09-11,Imperial,22
2022-09-12,Imperial,43
2022-09-13,Imperial,24
2022-09-14,Imperial,23
2022-09-15,Imperial,26
2022-09-16,Imperial,24
2022-09-17,Imperial,13
2022-09-18,Imperial,21
2022-09-19,Imperial,19
2022-09-20,Imperial,19
2022-09-21,Imperial,22
2022-09-22,Imperial,16
2022-09-23,Imperial,13
2022-09-24,Imperial,10
2022-09-25,Imperial,15
2022-09-26,Imperial,20
2022-09-27,Imperial,21
2022-09-28,Imperial,22
2022-09-29,Imperial,16
2022-09-30,Imperial,20
2022-10-01,Imperial,10
2022-10-02,Imperial,17
2022-10-03,Imperial,34
2022-10-04,Imperial,19
2022-10-05,Imperial,35
2022-10-06,Imperial,24
2022-10-07,Imperial,24
2022-10-08,Imperial,12
2022-10-09,Imperial,25
2022-10-10,Imperial,32
2022-10-11,Imperial,18
2022-10-12,Imperial,13
2022-10-13,Imperial,21
2022-10-14,Imperial,14
2022-10-15,Imperial,11
2022-10-16,Imperial,7
2022-10-17,Imperial,33
2022-10-18,Imperial,18
2022-10-19,Imperial,21
2022-10-20,Imperial,16
2022-10-21,Imperial,9
2022-10-22,Imperial,5
2022-10-23,Imperial,14
2022-10-24,Imperial,13
2022-10-25,Imperial,21
2022-10-26,Imperial,22
2022-10-27,Imperial,20
2022-10-28,Imperial,13
2022-10-29,Imperial,15
2022-10-30,Imperial,11
2022-10-31,Imperial,24
2022-11-01,Imperial,35
2022-11-02,Imperial,29
2022-11-03,Imperial,34
2022-11-04,Imperial,25
2022-11-05,Imperial,12
2022-11-06,Imperial,24
2022-11-07,Imperial,50
2022-11-08,Imperial,38
2022-11-09,Imperial,54
2022-11-10,Imperial,38
2022-11-11,Imperial,29
2022-11-12,Imperial,16
2022-11-13,Imperial,13
2022-11-14,Imperial,63
2022-11-15,Imperial,48
2022-11-16,Imperial,37
2022-11-17,Imperial,39
2022-11-18,Imperial,51
2022-11-19,Imperial,17
2022-11-20,Imperial,22
2022-11-21,Imperial,66
2022-11-22,Imperial,53
2022-11-23,Imperial,52
2022-11-24,Imperial,42
2022-11-25,Imperial,62
2022-11-26,Imperial,37
2022-11-27,Imperial,42
2022-11-28,Imperial,91
2022-11-29,Imperial,144
2022-11-30,Imperial,94
2022-12-01,Imperial,113
2022-12-02,Imperial,73
2022-12-03,Imperial,43
2022-12-04,Imperial,37
2022-12-05,Imperial,83
2022-12-06,Imperial,103
2022-12-07,Imperial,79
2022-12-08,Imperial,70
2022-12-09,Imperial,74
2022-12-10,Imperial,34
2022-12-11,Imperial,20
2022-12-12,Imperial,74
2022-12-13,Imperial,58
2022-12-14,Imperial,44
2022-12-15,Imperial,50
2022-12-16,Imperial,35
2022-12-17,Imperial,8
2022-12-18,Imperial,15
2022-12-19,Imperial,52
2022-12-20,Imperial,53
2022-12-21,Imperial,30
2022-12-22,Imperial,40
2022-12-23,Imperial,35
2022-12-24,Imperial,27
2022-12-25,Imperial,14
2022-12-26,Imperial,35
2022-12-27,Imperial,56
2022-12-28,Imperial,50
2022-12-29,Imperial,38
2022-12-30,Imperial,22
2022-12-31,Imperial,13
2023-01-01,Imperial,8
2023-01-02,Imperial,18
2023-01-03,Imperial,39
2023-01-04,Imperial,29
2023-01-05,Imperial,13
2023-01-06,Imperial,27
2023-01-07,Imperial,11
2023-01-08,Imperial,15
2023-01-09,Imperial,24
2023-01-10,Imperial,22
2023-01-11,Imperial,21
2023-01-12,Imperial,28
2023-01-13,Imperial,17
2023-01-14,Imperial,10
2023-01-15,Imperial,15
2023-01-16,Imperial,14
2023-01-17,Imperial,9
2023-01-18,Imperial,19
2023-01-19,Imperial,14
2023-01-20,Imperial,11
2023-01-21,Imperial,6
2023-01-22,Imperial,6
2023-01-23,Imperial,17
2023-01-24,Imperial,25
2023-01-25,Imperial,12
2023-01-26,Imperial,13
2023-01-27,Imperial,12
2023-01-28,Imperial,5
2023-01-29,Imperial,11
2023-01-30,Imperial,20
2023-01-31,Imperial,12
2023-02-01,Imperial,26
2023-02-02,Imperial,14
2023-02-03,Imperial,15
2023-02-04,Imperial,15
2023-02-05,Imperial,11
2023-02-06,Imperial,22
2023-02-07,Imperial,27
2023-02-08,Imperial,29
2023-02-09,Imperial,14
2023-02-10,Imperial,15
2023-02-11,Imperial,10
2023-02-12,Imperial,2
2023-02-13,Imperial,10
2023-02-14,Imperial,0
,Imperial,1
2020-02-01,Inyo,0
2020-02-02,Inyo,0
2020-02-03,Inyo,0
2020-02-04,Inyo,0
2020-02-05,Inyo,0
2020-02-06,Inyo,0
2020-02-07,Inyo,0
2020-02-08,Inyo,0
2020-02-09,Inyo,0
2020-02-10,Inyo,0
2020-02-11,Inyo,0
2020-02-12,Inyo,0
2020-02-13,Inyo,0
2020-02-14,Inyo,0
2020-02-15,Inyo,0
2020-02-16,Inyo,0
2020-02-17,Inyo,0
2020-02-18,Inyo,0
2020-02-19,Inyo,0
2020-02-20,Inyo,0
2020-02-21,Inyo,0
2020-02-22,Inyo,0
2020-02-23,Inyo,0
2020-02-24,Inyo,0
2020-02-25,Inyo,0
2020-02-26,Inyo,0
2020-02-27,Inyo,0
2020-02-28,Inyo,0
2020-02-29,Inyo,0
2020-03-01,Inyo,0
2020-03-02,Inyo,0
2020-03-03,Inyo,0
2020-03-04,Inyo,0
2020-03-05,Inyo,0
2020-03-06,Inyo,0
2020-03-07,Inyo,0
2020-03-08,Inyo,0
2020-03-09,Inyo,0
2020-03-10,Inyo,0
2020-03-11,Inyo,0
2020-03-12,Inyo,0
2020-03-13,Inyo,0
2020-03-14,Inyo,0
2020-03-15,Inyo,0
2020-03-16,Inyo,0
2020-03-17,Inyo,0
2020-03-18,Inyo,0
2020-03-19,Inyo,0
2020-03-20,Inyo,0
2020-03-21,Inyo,1
2020-03-22,Inyo,0
2020-03-23,Inyo,2
2020-03-24,Inyo,2
2020-03-25,Inyo,0
2020-03-26,Inyo,3
2020-03-27,Inyo,1
2020-03-28,Inyo,0
2020-03-29,Inyo,0
2020-03-30,Inyo,1
2020-03-31,Inyo,0
2020-04-01,Inyo,0
2020-04-02,Inyo,0
2020-04-03,Inyo,1
2020-04-04,Inyo,0
2020-04-05,Inyo,0
2020-04-06,Inyo,0
2020-04-07,Inyo,1
2020-04-08,Inyo,0
2020-04-09,Inyo,0
2020-04-10,Inyo,1
2020-04-11,Inyo,2
2020-04-12,Inyo,0
2020-04-13,Inyo,2
2020-04-14,Inyo,0
2020-04-15,Inyo,0
2020-04-16,Inyo,0
2020-04-17,Inyo,2
2020-04-18,Inyo,0
2020-04-19,Inyo,0
2020-04-20,Inyo,0
2020-04-21,Inyo,0
2020-04-22,Inyo,0
2020-04-23,Inyo,0
2020-04-24,Inyo,0
2020-04-25,Inyo,0
2020-04-26,Inyo,0
2020-04-27,Inyo,0
2020-04-28,Inyo,0
2020-04-29,Inyo,0
2020-04-30,Inyo,0
2020-05-01,Inyo,0
2020-05-02,Inyo,0
2020-05-03,Inyo,0
2020-05-04,Inyo,0
2020-05-05,Inyo,0
2020-05-06,Inyo,0
2020-05-07,Inyo,0
2020-05-08,Inyo,0
2020-05-09,Inyo,0
2020-05-10,Inyo,0
2020-05-11,Inyo,0
2020-05-12,Inyo,0
2020-05-13,Inyo,0
2020-05-14,Inyo,0
2020-05-15,Inyo,0
2020-05-16,Inyo,0
2020-05-17,Inyo,0
2020-05-18,Inyo,0
2020-05-19,Inyo,0
2020-05-20,Inyo,0
2020-05-21,Inyo,0
2020-05-22,Inyo,0
2020-05-23,Inyo,0
2020-05-24,Inyo,0
2020-05-25,Inyo,0
2020-05-26,Inyo,1
2020-05-27,Inyo,0
2020-05-28,Inyo,0
2020-05-29,Inyo,0
2020-05-30,Inyo,0
2020-05-31,Inyo,0
2020-06-01,Inyo,0
2020-06-02,Inyo,0
2020-06-03,Inyo,2
2020-06-04,Inyo,0
2020-06-05,Inyo,0
2020-06-06,Inyo,0
2020-06-07,Inyo,0
2020-06-08,Inyo,0
2020-06-09,Inyo,0
2020-06-10,Inyo,0
2020-06-11,Inyo,0
2020-06-12,Inyo,2
2020-06-13,Inyo,0
2020-06-14,Inyo,0
2020-06-15,Inyo,1
2020-06-16,Inyo,0
2020-06-17,Inyo,0
2020-06-18,Inyo,1
2020-06-19,Inyo,1
2020-06-20,Inyo,0
2020-06-21,Inyo,0
2020-06-22,Inyo,2
2020-06-23,Inyo,0
2020-06-24,Inyo,0
2020-06-25,Inyo,0
2020-06-26,Inyo,3
2020-06-27,Inyo,1
2020-06-28,Inyo,0
2020-06-29,Inyo,0
2020-06-30,Inyo,1
2020-07-01,Inyo,0
2020-07-02,Inyo,1
2020-07-03,Inyo,0
2020-07-04,Inyo,0
2020-07-05,Inyo,0
2020-07-06,Inyo,1
2020-07-07,Inyo,0
2020-07-08,Inyo,1
2020-07-09,Inyo,0
2020-07-10,Inyo,2
2020-07-11,Inyo,0
2020-07-12,Inyo,0
2020-07-13,Inyo,2
2020-07-14,Inyo,1
2020-07-15,Inyo,0
2020-07-16,Inyo,0
2020-07-17,Inyo,0
2020-07-18,Inyo,0
2020-07-19,Inyo,0
2020-07-20,Inyo,4
2020-07-21,Inyo,2
2020-07-22,Inyo,1
2020-07-23,Inyo,4
2020-07-24,Inyo,2
2020-07-25,Inyo,0
2020-07-26,Inyo,1
2020-07-27,Inyo,5
2020-07-28,Inyo,0
2020-07-29,Inyo,2
2020-07-30,Inyo,5
2020-07-31,Inyo,4
2020-08-01,Inyo,10
2020-08-02,Inyo,2
2020-08-03,Inyo,1
2020-08-04,Inyo,3
2020-08-05,Inyo,14
2020-08-06,Inyo,2
2020-08-07,Inyo,8
2020-08-08,Inyo,1
2020-08-09,Inyo,4
2020-08-10,Inyo,5
2020-08-11,Inyo,0
2020-08-12,Inyo,5
2020-08-13,Inyo,17
2020-08-14,Inyo,4
2020-08-15,Inyo,1
2020-08-16,Inyo,0
2020-08-17,Inyo,7
2020-08-18,Inyo,8
2020-08-19,Inyo,1
2020-08-20,Inyo,2
2020-08-21,Inyo,1
2020-08-22,Inyo,0
2020-08-23,Inyo,0
2020-08-24,Inyo,3
2020-08-25,Inyo,4
2020-08-26,Inyo,2
2020-08-27,Inyo,3
2020-08-28,Inyo,0
2020-08-29,Inyo,1
2020-08-30,Inyo,0
2020-08-31,Inyo,0
2020-09-01,Inyo,1
2020-09-02,Inyo,0
2020-09-03,Inyo,0
2020-09-04,Inyo,2
2020-09-05,Inyo,0
2020-09-06,Inyo,0
2020-09-07,Inyo,0
2020-09-08,Inyo,0
2020-09-09,Inyo,0
2020-09-10,Inyo,1
2020-09-11,Inyo,1
2020-09-12,Inyo,0
2020-09-13,Inyo,0
2020-09-14,Inyo,0
2020-09-15,Inyo,0
2020-09-16,Inyo,0
2020-09-17,Inyo,1
2020-09-18,Inyo,0
2020-09-19,Inyo,0
2020-09-20,Inyo,0
2020-09-21,Inyo,0
2020-09-22,Inyo,1
2020-09-23,Inyo,0
2020-09-24,Inyo,1
2020-09-25,Inyo,0
2020-09-26,Inyo,2
2020-09-27,Inyo,1
2020-09-28,Inyo,2
2020-09-29,Inyo,1
2020-09-30,Inyo,1
2020-10-01,Inyo,1
2020-10-02,Inyo,0
2020-10-03,Inyo,2
2020-10-04,Inyo,0
2020-10-05,Inyo,3
2020-10-06,Inyo,0
2020-10-07,Inyo,2
2020-10-08,Inyo,0
2020-10-09,Inyo,3
2020-10-10,Inyo,3
2020-10-11,Inyo,3
2020-10-12,Inyo,4
2020-10-13,Inyo,3
2020-10-14,Inyo,3
2020-10-15,Inyo,1
2020-10-16,Inyo,0
2020-10-17,Inyo,4
2020-10-18,Inyo,5
2020-10-19,Inyo,3
2020-10-20,Inyo,1
2020-10-21,Inyo,0
2020-10-22,Inyo,4
2020-10-23,Inyo,3
2020-10-24,Inyo,1
2020-10-25,Inyo,0
2020-10-26,Inyo,3
2020-10-27,Inyo,0
2020-10-28,Inyo,0
2020-10-29,Inyo,0
2020-10-30,Inyo,2
2020-10-31,Inyo,1
2020-11-01,Inyo,1
2020-11-02,Inyo,2
2020-11-03,Inyo,3
2020-11-04,Inyo,1
2020-11-05,Inyo,1
2020-11-06,Inyo,1
2020-11-07,Inyo,2
2020-11-08,Inyo,2
2020-11-09,Inyo,3
2020-11-10,Inyo,0
2020-11-11,Inyo,1
2020-11-12,Inyo,2
2020-11-13,Inyo,1
2020-11-14,Inyo,1
2020-11-15,Inyo,1
2020-11-16,Inyo,10
2020-11-17,Inyo,3
2020-11-18,Inyo,1
2020-11-19,Inyo,2
2020-11-20,Inyo,2
2020-11-21,Inyo,2
2020-11-22,Inyo,2
2020-11-23,Inyo,7
2020-11-24,Inyo,7
2020-11-25,Inyo,1
2020-11-26,Inyo,2
2020-11-27,Inyo,2
2020-11-28,Inyo,6
2020-11-29,Inyo,8
2020-11-30,Inyo,17
2020-12-01,Inyo,6
2020-12-02,Inyo,6
2020-12-03,Inyo,7
2020-12-04,Inyo,2
2020-12-05,Inyo,9
2020-12-06,Inyo,5
2020-12-07,Inyo,12
2020-12-08,Inyo,16
2020-12-09,Inyo,24
2020-12-10,Inyo,13
2020-12-11,Inyo,20
2020-12-12,Inyo,10
2020-12-13,Inyo,6
2020-12-14,Inyo,21
2020-12-15,Inyo,13
2020-12-16,Inyo,12
2020-12-17,Inyo,13
2020-12-18,Inyo,18
2020-12-19,Inyo,19
2020-12-20,Inyo,7
2020-12-21,Inyo,16
2020-12-22,Inyo,21
2020-12-23,Inyo,21
2020-12-24,Inyo,13
2020-12-25,Inyo,2
2020-12-26,Inyo,10
2020-12-27,Inyo,15
2020-12-28,Inyo,19
2020-12-29,Inyo,6
2020-12-30,Inyo,18
2020-12-31,Inyo,6
2021-01-01,Inyo,8
2021-01-02,Inyo,25
2021-01-03,Inyo,11
2021-01-04,Inyo,19
2021-01-05,Inyo,26
2021-01-06,Inyo,14
2021-01-07,Inyo,16
2021-01-08,Inyo,12
2021-01-09,Inyo,15
2021-01-10,Inyo,9
2021-01-11,Inyo,27
2021-01-12,Inyo,19
2021-01-13,Inyo,18
2021-01-14,Inyo,12
2021-01-15,Inyo,7
2021-01-16,Inyo,17
2021-01-17,Inyo,4
2021-01-18,Inyo,6
2021-01-19,Inyo,12
2021-01-20,Inyo,8
2021-01-21,Inyo,10
2021-01-22,Inyo,9
2021-01-23,Inyo,11
2021-01-24,Inyo,9
2021-01-25,Inyo,16
2021-01-26,Inyo,6
2021-01-27,Inyo,6
2021-01-28,Inyo,4
2021-01-29,Inyo,5
2021-01-30,Inyo,12
2021-01-31,Inyo,4
2021-02-01,Inyo,13
2021-02-02,Inyo,10
2021-02-03,Inyo,3
2021-02-04,Inyo,10
2021-02-05,Inyo,12
2021-02-06,Inyo,4
2021-02-07,Inyo,3
2021-02-08,Inyo,11
2021-02-09,Inyo,13
2021-02-10,Inyo,8
2021-02-11,Inyo,12
2021-02-12,Inyo,9
2021-02-13,Inyo,6
2021-02-14,Inyo,4
2021-02-15,Inyo,6
2021-02-16,Inyo,19
2021-02-17,Inyo,8
2021-02-18,Inyo,8
2021-02-19,Inyo,4
2021-02-20,Inyo,5
2021-02-21,Inyo,4
2021-02-22,Inyo,6
2021-02-23,Inyo,5
2021-02-24,Inyo,4
2021-02-25,Inyo,5
2021-02-26,Inyo,6
2021-02-27,Inyo,2
2021-02-28,Inyo,3
2021-03-01,Inyo,5
2021-03-02,Inyo,3
2021-03-03,Inyo,4
2021-03-04,Inyo,8
2021-03-05,Inyo,3
2021-03-06,Inyo,4
2021-03-07,Inyo,3
2021-03-08,Inyo,3
2021-03-09,Inyo,2
2021-03-10,Inyo,2
2021-03-11,Inyo,0
2021-03-12,Inyo,5
2021-03-13,Inyo,2
2021-03-14,Inyo,1
2021-03-15,Inyo,4
2021-03-16,Inyo,0
2021-03-17,Inyo,1
2021-03-18,Inyo,2
2021-03-19,Inyo,3
2021-03-20,Inyo,2
2021-03-21,Inyo,0
2021-03-22,Inyo,0
2021-03-23,Inyo,3
2021-03-24,Inyo,2
2021-03-25,Inyo,0
2021-03-26,Inyo,0
2021-03-27,Inyo,1
2021-03-28,Inyo,2
2021-03-29,Inyo,1
2021-03-30,Inyo,0
2021-03-31,Inyo,0
2021-04-01,Inyo,3
2021-04-02,Inyo,1
2021-04-03,Inyo,0
2021-04-04,Inyo,1
2021-04-05,Inyo,4
2021-04-06,Inyo,3
2021-04-07,Inyo,0
2021-04-08,Inyo,1
2021-04-09,Inyo,1
2021-04-10,Inyo,1
2021-04-11,Inyo,0
2021-04-12,Inyo,0
2021-04-13,Inyo,0
2021-04-14,Inyo,0
2021-04-15,Inyo,0
2021-04-16,Inyo,0
2021-04-17,Inyo,0
2021-04-18,Inyo,3
2021-04-19,Inyo,1
2021-04-20,Inyo,0
2021-04-21,Inyo,0
2021-04-22,Inyo,0
2021-04-23,Inyo,1
2021-04-24,Inyo,0
2021-04-25,Inyo,1
2021-04-26,Inyo,0
2021-04-27,Inyo,1
2021-04-28,Inyo,0
2021-04-29,Inyo,0
2021-04-30,Inyo,0
2021-05-01,Inyo,0
2021-05-02,Inyo,0
2021-05-03,Inyo,2
2021-05-04,Inyo,1
2021-05-05,Inyo,0
2021-05-06,Inyo,1
2021-05-07,Inyo,0
2021-05-08,Inyo,0
2021-05-09,Inyo,0
2021-05-10,Inyo,0
2021-05-11,Inyo,0
2021-05-12,Inyo,1
2021-05-13,Inyo,0
2021-05-14,Inyo,0
2021-05-15,Inyo,0
2021-05-16,Inyo,0
2021-05-17,Inyo,0
2021-05-18,Inyo,0
2021-05-19,Inyo,0
2021-05-20,Inyo,0
2021-05-21,Inyo,0
2021-05-22,Inyo,0
2021-05-23,Inyo,0
2021-05-24,Inyo,0
2021-05-25,Inyo,0
2021-05-26,Inyo,0
2021-05-27,Inyo,0
2021-05-28,Inyo,0
2021-05-29,Inyo,0
2021-05-30,Inyo,0
2021-05-31,Inyo,0
2021-06-01,Inyo,1
2021-06-02,Inyo,0
2021-06-03,Inyo,1
2021-06-04,Inyo,0
2021-06-05,Inyo,0
2021-06-06,Inyo,0
2021-06-07,Inyo,1
2021-06-08,Inyo,0
2021-06-09,Inyo,0
2021-06-10,Inyo,0
2021-06-11,Inyo,0
2021-06-12,Inyo,0
2021-06-13,Inyo,0
2021-06-14,Inyo,0
2021-06-15,Inyo,1
2021-06-16,Inyo,0
2021-06-17,Inyo,1
2021-06-18,Inyo,0
2021-06-19,Inyo,0
2021-06-20,Inyo,0
2021-06-21,Inyo,1
2021-06-22,Inyo,1
2021-06-23,Inyo,0
2021-06-24,Inyo,0
2021-06-25,Inyo,1
2021-06-26,Inyo,1
2021-06-27,Inyo,0
2021-06-28,Inyo,0
2021-06-29,Inyo,3
2021-06-30,Inyo,0
2021-07-01,Inyo,0
2021-07-02,Inyo,0
2021-07-03,Inyo,0
2021-07-04,Inyo,0
2021-07-05,Inyo,0
2021-07-06,Inyo,0
2021-07-07,Inyo,0
2021-07-08,Inyo,1
2021-07-09,Inyo,0
2021-07-10,Inyo,1
2021-07-11,Inyo,1
2021-07-12,Inyo,2
2021-07-13,Inyo,0
2021-07-14,Inyo,1
2021-07-15,Inyo,1
2021-07-16,Inyo,0
2021-07-17,Inyo,2
2021-07-18,Inyo,0
2021-07-19,Inyo,4
2021-07-20,Inyo,1
2021-07-21,Inyo,4
2021-07-22,Inyo,0
2021-07-23,Inyo,2
2021-07-24,Inyo,3
2021-07-25,Inyo,3
2021-07-26,Inyo,5
2021-07-27,Inyo,5
2021-07-28,Inyo,2
2021-07-29,Inyo,6
2021-07-30,Inyo,4
2021-07-31,Inyo,1
2021-08-01,Inyo,3
2021-08-02,Inyo,2
2021-08-03,Inyo,6
2021-08-04,Inyo,3
2021-08-05,Inyo,1
2021-08-06,Inyo,4
2021-08-07,Inyo,3
2021-08-08,Inyo,2
2021-08-09,Inyo,0
2021-08-10,Inyo,0
2021-08-11,Inyo,0
2021-08-12,Inyo,0
2021-08-13,Inyo,2
2021-08-14,Inyo,1
2021-08-15,Inyo,2
2021-08-16,Inyo,1
2021-08-17,Inyo,3
2021-08-18,Inyo,3
2021-08-19,Inyo,3
2021-08-20,Inyo,7
2021-08-21,Inyo,6
2021-08-22,Inyo,3
2021-08-23,Inyo,6
2021-08-24,Inyo,7
2021-08-25,Inyo,5
2021-08-26,Inyo,4
2021-08-27,Inyo,10
2021-08-28,Inyo,1
2021-08-29,Inyo,2
2021-08-30,Inyo,10
2021-08-31,Inyo,5
2021-09-01,Inyo,4
2021-09-02,Inyo,4
2021-09-03,Inyo,5
2021-09-04,Inyo,5
2021-09-05,Inyo,2
2021-09-06,Inyo,3
2021-09-07,Inyo,9
2021-09-08,Inyo,6
2021-09-09,Inyo,11
2021-09-10,Inyo,7
2021-09-11,Inyo,4
2021-09-12,Inyo,3
2021-09-13,Inyo,10
2021-09-14,Inyo,7
2021-09-15,Inyo,9
2021-09-16,Inyo,4
2021-09-17,Inyo,2
2021-09-18,Inyo,8
2021-09-19,Inyo,6
2021-09-20,Inyo,9
2021-09-21,Inyo,8
2021-09-22,Inyo,10
2021-09-23,Inyo,10
2021-09-24,Inyo,14
2021-09-25,Inyo,9
2021-09-26,Inyo,8
2021-09-27,Inyo,15
2021-09-28,Inyo,12
2021-09-29,Inyo,14
2021-09-30,Inyo,10
2021-10-01,Inyo,10
2021-10-02,Inyo,9
2021-10-03,Inyo,9
2021-10-04,Inyo,21
2021-10-05,Inyo,12
2021-10-06,Inyo,17
2021-10-07,Inyo,15
2021-10-08,Inyo,19
2021-10-09,Inyo,18
2021-10-10,Inyo,9
2021-10-11,Inyo,21
2021-10-12,Inyo,23
2021-10-13,Inyo,32
2021-10-14,Inyo,37
2021-10-15,Inyo,19
2021-10-16,Inyo,18
2021-10-17,Inyo,14
2021-10-18,Inyo,28
2021-10-19,Inyo,18
2021-10-20,Inyo,31
2021-10-21,Inyo,19
2021-10-22,Inyo,22
2021-10-23,Inyo,13
2021-10-24,Inyo,11
2021-10-25,Inyo,32
2021-10-26,Inyo,18
2021-10-27,Inyo,15
2021-10-28,Inyo,20
2021-10-29,Inyo,17
2021-10-30,Inyo,3
2021-10-31,Inyo,3
2021-11-01,Inyo,19
2021-11-02,Inyo,12
2021-11-03,Inyo,7
2021-11-04,Inyo,21
2021-11-05,Inyo,8
2021-11-06,Inyo,8
2021-11-07,Inyo,6
2021-11-08,Inyo,13
2021-11-09,Inyo,7
2021-11-10,Inyo,4
2021-11-11,Inyo,7
2021-11-12,Inyo,5
2021-11-13,Inyo,4
2021-11-14,Inyo,6
2021-11-15,Inyo,12
2021-11-16,Inyo,5
2021-11-17,Inyo,7
2021-11-18,Inyo,6
2021-11-19,Inyo,8
2021-11-20,Inyo,4
2021-11-21,Inyo,1
2021-11-22,Inyo,7
2021-11-23,Inyo,6
2021-11-24,Inyo,4
2021-11-25,Inyo,3
2021-11-26,Inyo,2
2021-11-27,Inyo,0
2021-11-28,Inyo,3
2021-11-29,Inyo,7
2021-11-30,Inyo,5
2021-12-01,Inyo,9
2021-12-02,Inyo,4
2021-12-03,Inyo,5
2021-12-04,Inyo,7
2021-12-05,Inyo,5
2021-12-06,Inyo,7
2021-12-07,Inyo,6
2021-12-08,Inyo,3
2021-12-09,Inyo,3
2021-12-10,Inyo,2
2021-12-11,Inyo,3
2021-12-12,Inyo,5
2021-12-13,Inyo,5
2021-12-14,Inyo,1
2021-12-15,Inyo,1
2021-12-16,Inyo,5
2021-12-17,Inyo,4
2021-12-18,Inyo,5
2021-12-19,Inyo,6
2021-12-20,Inyo,9
2021-12-21,Inyo,3
2021-12-22,Inyo,11
2021-12-23,Inyo,18
2021-12-24,Inyo,13
2021-12-25,Inyo,20
2021-12-26,Inyo,20
2021-12-27,Inyo,24
2021-12-28,Inyo,29
2021-12-29,Inyo,58
2021-12-30,Inyo,33
2021-12-31,Inyo,19
2022-01-01,Inyo,27
2022-01-02,Inyo,29
2022-01-03,Inyo,70
2022-01-04,Inyo,69
2022-01-05,Inyo,83
2022-01-06,Inyo,82
2022-01-07,Inyo,38
2022-01-08,Inyo,19
2022-01-09,Inyo,14
2022-01-10,Inyo,103
2022-01-11,Inyo,55
2022-01-12,Inyo,98
2022-01-13,Inyo,46
2022-01-14,Inyo,56
2022-01-15,Inyo,25
2022-01-16,Inyo,10
2022-01-17,Inyo,37
2022-01-18,Inyo,22
2022-01-19,Inyo,41
2022-01-20,Inyo,23
2022-01-21,Inyo,12
2022-01-22,Inyo,13
2022-01-23,Inyo,4
2022-01-24,Inyo,27
2022-01-25,Inyo,6
2022-01-26,Inyo,16
2022-01-27,Inyo,3
2022-01-28,Inyo,7
2022-01-29,Inyo,4
2022-01-30,Inyo,2
2022-01-31,Inyo,17
2022-02-01,Inyo,11
2022-02-02,Inyo,10
2022-02-03,Inyo,6
